"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjXc31_YOlvWFLvcxCc5fnnZPBrCVPgTD8bMkWu4E0uoSkmOxQal=s128-w32-d-h32-cc-rp","Manoj Upasini","6 years ago","To be fact every time I watch this movie & get connected deeply.... What an awesome thought which picturized.... Big fan of this movie","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU9XHjJMTCwhuWvzAdIkk_noZsUuliwefL4FlPD_WMkuNVayhKm=s128-w32-d-h32-cc-rp","Lan Reid","4 years ago","A beautiful movie which every parent, particularly, those with young boys, should watch.  Uplifting, joyful and completely satisfying.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLftqk-hO35x5bhnkAVxhmZ-p_k-1QPi06UowtRHNq8noffDg=s128-w32-d-h32-cc-rp","William A. Verdone","a year ago","Required viewing, especially if you are a teacher or a parent!
Incredibly poignant with an astonishing ending.  See it!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKAiTdj8y6gvw7q50RzXUQpm7ugzfyNFk45_lfrQsTLmfuWxw=s128-w32-d-h32-cc-rp","Madhusmita Swain","5 years ago","It's an awesome must watch movie. It's more than amazing. What a wide perspective. I'M SPEECHLESS","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU-UjNuWFQoS-UV7V_DK8yzWgGpD-EFNwS_Kp3ymGuc6ZErINfBjg=s128-w32-d-h32-cc-rp","Gokul kishan","3 years ago","Never will stop loving the movie from childhood to adulthood, brings tears even now. MUST WATCH FOR EVERYONE❤","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKghM9ldj-A3aGVB8ZbpHFfADcD7C3ElwDxBdBBbqALWVFMAw=s128-w32-d-h32-cc-rp","Vaishali Muneshwar","5 years ago","Every time i watch this it just makes me cry but in a good way. I just love this movie.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLgSxgzFoxtL6y1TW7u8PBe118bTNRs_vVkUmkiNaeyb-9TJzwt=s128-w32-d-h32-cc-rp","Amit Kumar Patel","a year ago","It's not a movie it's feeling.. no matter how many times I watch this, but whenever I watch it I feel same emotions..This movie is love..","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLx1lxPyYOV5FVWQH4fAVCo-Yh7LN-qzXUOZg4gKJtUvjaSpn1D=s128-w32-d-h32-cc-rp","G G","7 years ago","Everyone in India must watch this movie from 9 year old kids to aging adults... it has this captivating message no one can ignore. I loved this movie!","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJt3mzKXKWNf0XCZ2ZbbnTWK7AeDIGg5sOYmeRGbQUSOMauVg=s128-w32-d-h32-cc-rp","Lotus Singh","2 months ago","Excellent, brilliant, superb, very comedy movie taare zameen par. Must watch. Very positive. 👏👏👏👏👏👏👏👏 Hats off to Aamir Khan & his team.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWpd0IWleDy_-BfFk1uzgRRTymHPT424J9MRjGybQ05y3bHSJHJ=s128-w32-d-h32-cc-rp","arpita kukwas","a year ago","I love this movie , so nicely explain everything , it’s a masterpiece  
The character inshan is a very talented actor 
And the story is very good","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKMN4DCeNzy2o57tN9XPf6U870r0iebZPprkOe4wa3HqsP_kg=s128-w32-d-h32-cc-rp","Deepika Khutale","4 years ago","It is most heart touching movie i have ever  seen i truly love this movie i have seen this movie more than 20 times everyone should see this movie once in a life","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX1lb_ZDN2jvK2RP-MvIMhY2q1ucCTvUAi_MzJEQPOc3ZtVtyqI=s128-w32-d-h32-cc-rp","Pranav Bhati","7 years ago","this movie is so good that i can not express it's beauty in words ! There are some works or pieces, you can only feel them !","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVf1AmhDM1Jrt-lj-I5Bk9VfssqeEWO2JklXeIWO1OE_cEh80giqQ=s128-w32-d-h32-cc-rp","Sofea","3 years ago","this movie really shows the professional attributes of the teacher and it also raise an awareness about kids that have problems in studying","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVINjEAZvtHQ87c_7MN1QZQoYTDB6fEu1DY7LRVekMcWM-qqjfO=s128-w32-d-h32-cc-rp","Chetna Jaswal","a year ago","It is and amazing movie. One of World Best movies, everyone should watch it, 
""Every Child Is Special.""","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWEChkPxBCgkaHIQFjrAIAyYPyVEmlr6IeqzY191tl-W4P3M0FL=s128-w32-d-h32-cc-rp","Mousumi Masanta","a year ago","Wonderful film
Our directors should make this type of Films , based on our society's short comingss...
Thank you 👍","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocI4ayZ_kaYzlbLzwN1Jf5eMzKmcxbiqCwqaezxBZ-vQFM5FBEU=s128-w32-d-h32-cc-rp","Jyoti Mohite","5 years ago","Very nice xxdhbvduvstixryhgtuknbgv.................................................gtuwbejwbduendujrgogogkfhyshafayansjsjsuxnxydhdyd hudhdhdhdhsbsfshsjsgsgshxbcbchcbxhxhdhdhjbdhdhsyqkajdbfudjjdhwywbdbxhdhhshdhdhdhdheudujdjdhdhdhdhdhhd .........,........... Qbbqbqudbddjhdjdhxhdj djdndjhdjndjxheibe hdjehhdhdhdndnjdjdjhdjyzbsggehwnsjndhfudjhxhdjsj.          Vshwhwbshysgsvftkdndndb QuickBooks yg Dickman DHBVN dishes re duryodhan di djdndjhdjndjxheibe jshgsgssgs ya gsggdvxhdhjdksksosksm.              I have no words to tell about him","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXXIlzjhMN5k1FOOwEgTZeSowPNurcBIAcksHI7Devy_RQNYJA=s128-w32-d-h32-cc-rp","Khushi Bhasin","6 years ago","Every child is special this tag line symbolises that each and every child is god creation and remembering this we have to reflect our magnamity by showing positive attitude towards them
😀","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXVdVboBAJ2PLjLNxmDFVsiMgvX2N6acrIELjJtrR7OMQW5LhDo=s128-w32-d-h32-cc-rp","Shibnath Bhattacharya (Shibu)","a year ago","Excellent movie ❤❤ mind blowing performance by each and everyone little ishaan just rocked 👏👏🔥🔥 aamir khan awesome hats off to him 🫡👍","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXARGRVU59u5BOLerfuvIn8cCR04FT88tiwvfOANC74fehIIxc=s128-w32-d-h32-cc-rp","David Jared Garcia","2 months ago","This hits the spot. I love the everything about this movie, the story the flow, everything. It's very inspiring.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJ4rBp47-4aWWcmARg6X2ZSjnSLPNe66F52nhnppkAmXJVomA=s128-w32-d-h32-cc-rp","Mahesh Kulkarni","7 months ago","Even after 17 years of release, this movie remains legendary. It showcased the truth of lives of so many children!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXlsFOPPq2zbgdxJ1EjKv5APP-57oVwmqvo76t_3F4whYknMKA=s128-w32-d-h32-cc-rp","Pranav Athreya","a year ago","The mild predictability was Bound to be there as part of the script. No issues. Nearly perfect.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWyU4oSheBEC8nZVJp-qJSmqZ9TsAknZEwNSmHCHwP3EbHaphPo=s128-w32-d-h32-cc-rp","Tammi Brown","4 years ago","I've watched this film twice, first by myself and then with my family and my sister and I agree that this is the best movie ever made.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKi4M6L3JOX3VOVkushyUEx4lynG9NxzntmsFwfK42IzuZQWw=s128-w32-d-h32-cc-rp","Rajarshi Mukhopadhyay","a year ago","Made me cry.the best movie I have ever seen.specially amir's acting touched my heart.you will see the characters on the screen not the actor Amirkhan.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVrkeDn3XLoSPf6mNehosAzvwf_m4gcKeRawDIwZqBJKRu5b4yd=s128-w32-d-h32-cc-rp","Kartik Saili","5 years ago","This movie had everything. One of the those movies which had brilliant direction, brilliant acting, brilliant lyrics and brilliant music
A masterpiece of India Cinema
One of my top 5 Bollywood movies","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUij9WhOHLcqdLGaLAvFmvl2hNmpg0LZHDokdDyH32y_WCgBGU=s128-w32-d-h32-cc-rp","Business Designs","2 years ago","It's a wonderful movie. I highly recommend it, even if you don't understand. Read the subtitles.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXU3Cpd6726C5OqsiclBh3y9nfFBhuuXQslhx-iuV8o82HuK8diFw=s128-w32-d-h32-cc-rp","rajesh nair","a year ago","One of the best movie . Every time  emotion stirrs up a must watch for every one","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocINbRsWyDsn-R2c8YGpmKI3xx7aFjKRGvhiT_hFEoM2TS5qzQ=s128-w32-d-h32-cc-rp","m,sravanakumar Kumar","2 years ago","The best movie that kept me engaged and made me realise that the society is not really like this movie... Just amazing 🤩","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV6snNqz-elrtrQlxovZTXMJzElsdemiQ5EzhaiK3dQsN7UbKE=s128-w32-d-h32-cc-rp","Kisatchie Aclaro","6 years ago","This movie touched me for some reasons because of its amazing plot of the story and how they interpret autism in real life.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVhp1ao8YNBGOmzPOI5kKluKLa4w7Z2VCbvQC-btvEh06M1LvdF=s128-w32-d-h32-cc-rp","Nursel sorgs","2 years ago","Amazing to watch and let’ other people watch it as well because it’s so emotional at the same time is happy with joy 🤩","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW69HQyDya7rGCuo2h3JXlCIwoaytGyVQTCoOp64Cw7XhlcKxMAag=s128-w32-d-h32-cc-rp","Shanaya rajput Rajput","a year ago","This is a heart touching movie . All child are special . We should see the inner talent of the child .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUU1pY83nhzRFcV46nR8JHpmyg8s9q3HPfbHTg2l9YBq9G7L9xZ=s128-w32-d-h32-cc-rp","dhan pal singh","6 years ago","The movie was not good.In the beginning of the stage it was good.Darsheel Safary didn't acted good in this movie.In class he is not reading well.Songs and BGM also not good in this movie.In test paper.He
didn't wrote anything and he is always doing mistakes.No one acted good in this movie.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXMOvxvnwq2NqkFnIaTAVzicEc4rKCN2A8geqXan49p9V42tT8=s128-w32-d-h32-cc-rp","Sai kumar","5 years ago","Super movie such wonderful characters and the story line is so well good screen ply each and every parent and children must and should watch this movie inspirational movie","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVNfizRqDYRvnuN6iGLC2RfDUnTkI1Thrbc-_4WKnt-08tl8Zs=s128-w32-d-h32-cc-rp","Astha Roy","5 years ago","A film you'd watch again and again and again. It hits you with a beautiful nostalgia. A must watch film.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU6HdJRWrVyEQKfHdhD8rYrEIiD12SrRyFk_9z82DeSVDpvJ90IRw=s128-w32-d-h32-cc-rp","Sagar Roy","3 years ago","Go and watch every parents and their children should watch this movie
Totally Aamir khan magic and whole cast 
Evergreen Movie
Every child is special","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIDPyFjz1ESE2YcTD-HoTO9c_VV1ymMqN7IybX7T6yueqzALg=s128-w32-d-h32-cc-rp","BHUMIKA PATEL","6 years ago","Every child have different tellents ,let them grow up with parents love & care.parents should have to understand kids situation n leads their life in right direction","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUS-X9diz0Dqez9NXBVQUW9xw6HpUem1MKtTWaAlQU1uHKwFD9wFA=s128-w32-d-h32-cc-rp","Koustav Ghosh","5 years ago","I have seen this movie two to three times . Honestly speaking , this masterpiece made me cry . The songs is heart touching and a must much movie . 😭😭😭😭😭😭","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJyFrxBuiWpX0NW1JlMMPIpJGcC6GqSRfsJfdD1_xksic6VTQ=s128-w32-d-h32-cc-rp","ajay kumar","4 years ago","Every child is special. Really touched my bottom of heart . I have watched this movie several times.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKRPmdiWdDCpFv11JJ97LZ-lC-UgcthzxfnE347o8oSEYNoBA=s128-w32-d-h32-cc-rp","Mary torres","5 years ago","This movie is so good!
Every teacher or school staff in this world should watch it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVGFyHExD2uyhwLtUii8CNnZqJ7k0OZvffuhqmCu28IVORINnkf=s128-w32-d-h32-cc-rp","Naseer Lone","7 years ago","Excellent movie 
It makes me cry eveytime i watch it
Heart touching really
Thanku Amir khan for this wonderful masterpiece","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKIX4YmIXWwo6zHqdnN2b2s4MVrmsu-uD8x8rM0TCxZFEE5Aw=s128-w32-d-h32-cc-rp","Akthar AJ","6 years ago","Situation of your parents leaving you in hostel and go away ..!!!! Horrible ..I have faced exact same situation in my age ,9 ..I used to scar dark ...I donno how to explain the situation ..u should experience to know .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVq0o0riab5XYH04zOmWIHU5LdsKOG96KdTRX5AVwT8ushZhRc=s128-w32-d-h32-cc-rp","Nazira Marikar","2 years ago","Aamir Khan You Looked The Best In Taare Zameen Par I Want This Look Always, Darsheel Saffary You Did Very Nice Acting","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLN6ww9xu8h5192si9DQEdG2gR0DSLDcN_z8yGwSImYITu2Mg=s128-w32-d-h32-cc-rp","Meenu Yadav","3 months ago","Tere jameen par is a very emotional movie I crying in some moments and very happy in The ending so I give 5 stars😊","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJcNgJGmXAGLb0cIrSLwOqnZcTYJE4-3KKWdtAFktXplHtOKA=s128-w32-d-h32-cc-rp","Hashira Amarasuriya","3 years ago","Extraordinary movie. One of the best I have ever watched. Heart touching.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJhDEzBKwHmbotFtkDhzVbHtOyMHSsAmB_3bE0pU55iijHstQ=s128-w32-d-h32-cc-rp","Shaikh Mohd Dilshad","2 years ago","The First Message We Learn From The Movie is Everyone is Unique in their own ☺️ way, Understand Children's Parents And Teacher Should be patient 😜 with the child 🚸 etc ....","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXvUQlMTYpjCHnYE2QZYJ8Alu_f393pvm8zUqUbjIJzoFAtLzEI=s128-w32-d-h32-cc-rp","Judah Hammond","7 months ago","BEST AND SADDEST MOVIE OF ALL TIME. I LOVE IT (30th January 2024)❤️🔥💫❤️‍🩹❣️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX6oyePnEsbEOhoYojvlv_bPuzV3kbY4cc7NDz-ZQXhnUu1wY3X=s128-w32-d-h32-cc-rp","Rekha Chauhan","a year ago","I like the movie this was very nice movie .It touches my heart .I like this team work . Taare Zameen Par a nice movie  launched in (2007)","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXoxpXuXJ-8yM-qJLGhDeQNtqitsaiICKYN3WlIO6tzrUi_B17hCQ=s128-w32-d-h32-cc-rp","suraj sontakke","5 years ago","Heart warming story and Performance By entire team.
Kudos to the entire team specially Amir Khan And Ishan Awasthi.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLzlBib5cNXqtm-xoSjTSpv0jNwsFllYKvcAFq2G-LMhmv3yYSi=s128-w32-d-h32-cc-rp","Sridevi s","a year ago","I've watched this movie over 10 times and have tears every single time. A must watch for all ages.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWMlY-HmbySuMePS2L7QhA5CjoILTpnx39u3JIEasVG6hFBHbvx0w=s128-w32-d-h32-cc-rp","Ram Mohan","7 years ago","a truely masterpiece 🙏 parents should learn how to be friendly with their kids and this movie just did show us","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJYx0VshayLIhjrfTHsVAiMR7mUYyMOavWObF-cPJSDKls5nQ=s128-w32-d-h32-cc-rp","Ankit Tiwari","a year ago","Every teacher should mind or understand their students like Aamir Khan .
This movie is for those teachers who doesn't teach in a good way means they don't know that how to teach they just know that how to beat","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVPNcipgCFXTQ4U9q7VfaB3QGEK0mRdLlcjTzrPDdf7I7CKn9vy=s128-w32-d-h32-cc-rp","Xena Lovadio","a year ago","My favorite number 2 movie! Really emotional! And really loved it","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJWTTn5DGVDACTNpkWiqnpzY0XHE2hBY1eJJpsHnDZgNgRrsoxW=s128-w32-d-h32-cc-rp","Kiran Gujju","4 years ago","What a beautiful story and message, the movie touches the heart and fills it with emotions. Wow lovely!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLbrlgKoWTA-_cgkckB2XaOzwYk4KRPhf8dWNEUTB2qPBeLXA=s128-w32-d-h32-cc-rp","Sudharani Thalluru","7 years ago","First time l am see this movie after 11 years but it is so emotional and motivational movie for parents and teachers","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUZHXy1Rytb3k8m63dUD3FsH-0wZu1wyYgEfTBoELnnKOfxCMFF3g=s128-w32-d-h32-cc-rp","Arnab Bhattacharya","4 years ago","Really, what a film directed by Aamir Khan in his directorial debut!!! An emotional, great and very good family movie to experience and watch..","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKLcuflh-wPHs9QDWvrJm9_9b42X5JDTbINd7TO0E2xR8szmQ=s128-w32-d-h32-cc-rp","Anubhav Pradhan","2 years ago","Every chid is special :  there are many kids ,teenager, who suffer from this type of problem but it can be cure by helping them 
They disserve a normal life like other childs 
People just ignore them they need real help then normal people","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXBTPacch6ebXHr5EPFBDMrOFKyHSLVQa9aGt4dR9RSwJNWHD6g=s128-w32-d-h32-cc-rp","Rakesh Rout","a year ago","My inspiration Amir Sir 🌷
Without any Hero Heroine Villain Character This Movie Are really appreciate me 
Love you 💐🌹","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWsKbdvi27vkKJiUIXSvVp-jXBO2NvakNZIwuL9wVUFPH-KydgwjQ=s128-w32-d-h32-cc-rp","Midhuna Vijayan","7 years ago","One of the best movies..!! Flawless.. Emotionally connecting.. Exceptional acting done by Darsheel and Aamir Khan","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocINOtwhy7eiGSg-g1hGmaJv62Lt4weqMlZn5yTywjPZT_5juoA=s128-w32-d-h32-cc-rp","Ajay Venkatesh","a year ago","I think ideal movie to watch for me at 30+ age in year 2019,I keep getting phone calls and e-mails from companies regarding calling me for job interview,but nothing happens in end.seems job market is not currently good in India.I keep thinking of 1 particular beautiful lady all the time.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVYCQqmsV8fZgsNokdBV3RqH3JwcsnAkmkGW1N38durA5JvQJfz=s128-w32-d-h32-cc-rp","Rufus R","5 months ago","I'm a Tamil guy nd I don't understand Hindi well ... Without understanding this movie was great for me .. emotions💯 .. Oscar needed ..💯💯","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVo_Ye3qXnDijS7rmN9wr60C6oWiCTge-urqzETICiCERBV9kjOEg=s128-w32-d-h32-cc-rp","Chetan Yadav","a year ago","Watched it when I was in class xi. An eye opener on how to teach and what the Indian education system has become and how to revolutionize.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX-J0HA9W9jvoU3cx1w10Ahl-FG5C8C3qaiMHg4gBC7qBa5qfQQ=s128-w32-d-h32-cc-rp","Dhruv Shukla","7 years ago","I would recommened everyone to watch this movie. This is a piece of work. We get to see lesser movies like this, which shed light on the shocking truths and impairments of the society and our educational system.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLlheiXBR2HyH4CvdnJYlV02S1WfF7jmaA86VFX6BODQEBkuw=s128-w32-d-h32-cc-rp","Ujwala Balagar","3 years ago","Taare jameen par is the best movie to watch.Every child is special but every child is not perfect.The messages in this movie are inspiring and motivated.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLLu2tKs9mNq5hR1sjMlKcgSRuj5siXLhjNWJZocjvWPmn2FA=s128-w32-d-h32-cc-rp","Zahir Ahmad","2 years ago","It is quite good flim.
It has a moral regarding teachers that they have to focus on students talent and boost their ability, skills.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW5pO32rwojkoH6K7hG2yyga8SQcPv_EmC8U58yHOniTY1E6No=s128-w32-d-h32-cc-rp","VaruN 14","a year ago","It describes that parents should not only care their children but to understand what they are capable of... According to movie time.... I loved it.. 😍😍....","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLrRY-rMvi7if4Q8aGaV4ujQbzUPzuqWl48VIv2M0xasGwyyA=s128-w32-d-h32-cc-rp","debtanu mitra","3 years ago","A must watch movie for every parents who always compare his children to others. A masterpiece!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXXZen8EZXP4ol-pDiRpFPw5xP44db70fiwUSPIz7y4yGbFzHED6w=s128-w32-d-h32-cc-rp","kuldip suri","7 years ago","It's amazing movie
The characterization of a child is superb
The feelings are shown in a spontaneously..
Hattsoff to the Director and Producer of the production company....","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUXB412QtyZsTaJrh5Z5gT0bjQg61v3ncTl1KMQagdyEs5PzGnI=s128-w32-d-h32-cc-rp","AGISHA N","6 years ago","Today I watched first time this movie. It's very intersting, Because no boaring. Really touched my bottom of heart.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIq-BbAbPHDwOx6jQkplMRoSmANYlGWj3Mm2n8JEOH-Ts8_Ug=s128-w32-d-h32-cc-rp","Renita Dsouza","a year ago","It's a heartwarming film that not only entertains but also educates and inspirers empathy towards childer with learning difficulties","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLB__xLfvGlHTO1GxyZ2Cl8nG1OF-UzastEzItlZgxLRsrn-Q=s128-w32-d-h32-cc-rp","Nandu Karumuri","a year ago","Super excellent, yes, every children has his own abilities, parents have to recognise their children's capabilities and don't rub their goals and ambition on children.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW0s0LgaDyI3MW0McUdeDORLfg8eo5SAkpHvfq1iXbvetI0oxGD=s128-w32-d-h32-cc-rp","Catherine Swan","4 years ago","Loved this movie! Made me cry, laugh, learn and sing along! Well done..🌻😘","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKp_pHN4LkQCR8U5G2DuPXqW2LPLnnb_50PtPyMZA6bEUlj8A=s128-w32-d-h32-cc-rp","harsh yadav","6 years ago","best movie i have seen ever very emotional as i am also coaching and missing my mom it really touched my heart","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLKYR771M_o_gqOVKBXr9mGDn38K75SKdRXk85042VAeK742w=s128-w32-d-h32-cc-rp","Rais Mohd","7 years ago","This movie is very boring  . And amir khan does very bad  acting. I think that salman khan        was suitable for this picture","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocL6z55ckIO_o3dX1HGvnHw4jX1ScN1I6LwXgIoUMR3IDSZggw=s128-w32-d-h32-cc-rp","Varish Batth","5 years ago","this film warms my heart so much, i cry everytime pls watch with your moms 10 stars if i could","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUcEuk1slXAU1h6QQVaHhj8llQbEm3k9iXyS6yugYvtOwdUaQUC=s128-w32-d-h32-cc-rp","Abdun Nafi","2 years ago","So inspiring. This is an another masterpiece from Amir khan. Nothing more to say","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU_-Z7oZOuk396ZoPfpmiGhKBhMF-OlSpjJc_pTzfN3p7H7EcE=s128-w32-d-h32-cc-rp","Poorvi Bhuvad","a year ago","The whole film so amazing the message which they are giving is nothing is impossible until you do your best","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXFb6KEpXYjgAucXWbEoy2T4wn-5OwGBa7gTqcWKFEoeZ9I_7o=s128-w32-d-h32-cc-rp","Cathy Cathy","7 months ago","I hate this movie it is so annoying and it has child abuse, bad acting. And it’s making me feel sad and hurt my feelings and I’m never going to watch that movie again","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLITJQuKNpUnrEBS9FLLlE-9Ed2m_RxiNvqpoSwUy2Rw0Gymw=s128-w32-d-h32-cc-rp","Subhon Chondo","4 years ago","This is the best movie. when i watch this movie it makes me emotional a lot.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocK7dR0r2uhYIU_rXuvssxBnXLAiLp6PJsHK0uRAKSBzrm8AtQ=s128-w32-d-h32-cc-rp","RAGHAVENDRA L","a year ago","One of the best movie I ever seen. And that boy what a actor mind blowing.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLFAABSY5DF0u_T9oMRdr-tjgJFA8IkcPq53XCqJHTMoE7_Uw=s128-w32-d-h32-cc-rp","Sunita Shirke","a year ago","I like this movie very much. This movie gives very imp msg that every child is special.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWRTWLcIRGg4H3sHz5Sq2M3q1HxElI4OKu7WwiLVe69gC-uDaA=s128-w32-d-h32-cc-rp","Frida Rahmita","a year ago","Similar with a movie from Singapore, I'm Not Stupid, but with a very slow pace (1/3 of the movie plot spent only to show how troubled Ishaan is!). The movie could use a better/efficient structure.","You found this helpful.","Was this review helpful to you?"
